Paper ID,Title,Primary candidate type,Secondary candidate types,Engineering subtype,Status,Patient cohorts,Statistical association,Prediction models,External validation,Bacterial perturbation,Host pathway intervention,Rescue / add-back,Cell / animal models,Method development,Microbial engineering,Materials / delivery
ITB-000733,Are intratumoral microbiota involved in the progression of intraductal papillary mucinous neoplasms of the pancreas?,Clinical statistics,,,Automatic candidate; requires manual review,"METHODS: DNA was extracted from formalin-fixed, paraffin-embedded samples of 30 patients who underwent pancreatectomy for intraductal papillary mucinous neoplasm, and polymerase chain reaction was used to create sequence libraries using the primer set for the V3 and V4 region of 16S recombinant DNA.",The aim of this study was to assess the association between specific microbiota and the clinicopathologic characteristics of intraductal papillary mucinous neoplasms of the pancreas.,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000734,Dynamics of intestinal and intratumoral microbiome signatures in genetically engineered mice and human pancreatic ductal adenocarcinoma.,Clinical statistics,,,Automatic candidate; requires manual review,"However, while most observations were made in patients, mouse models still require a precise characterization of their disease-related microbiome to employ them for mechanistic and interventional preclinical studies. | CONCLUSION: KPC fecal samples show similarities with the microbial composition of stool samples from human PDAC patients.",Not found in abstract / unknown,Adjusted human PDAC classifiers predicted disease status from feces of KPC mice achieving area under the receiver operating characteristic (AUROC) values of 80%.,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,"However, while most observations were made in patients, mouse models still require a precise characterization of their disease-related microbiome to employ them for mechanistic and interventional preclinical studies. | METHODS: To investigate the fecal and tumoral microbiome of LSL-KrasG12D/+;LSL-Trp53R172H/+;Pdx-1-Cre (KPC) and control (CTRL) mice, Oxford Nanopore sequencing was applied. | Feces were collected from 10 KPC mice and 10 CTRLs at 3 timepoints (6 weeks, 12 weeks, and when tumor-bearing (KPC) or 6 months (CTRL), respectively). | RESULTS: Murine fecal samples showed a significantly different microbiome compared to age-matched healthy CTRLs regarding beta diversity (p = 0.001, R2 = 0.2-0.25 for Bray-Curtis). | Adjusted human PDAC classifiers predicted disease status from feces of KPC mice achieving area under the receiver operating characteristic (AUROC) values of 80%.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000735,Intratumor Fusobacterium nucleatum promotes the progression of pancreatic cancer via the CXCL1-CXCR2 axis.,Mechanistic studies,Clinical statistics,,Automatic candidate; requires manual review,F. nucleatum was detected in 15.5% (13/84) of pancreatic cancer patients. | Blockade of the CXCL1-CXCR2 axis may be a novel therapeutic approach for patients with intratumor F. nucleatum-positive pancreatic cancer.,Periodontal pathogen Fusobacterium nucleatum has been detected in pancreatic cancer tissues and is associated with poor prognosis.,Not found in abstract / unknown,Not found in abstract / unknown,"Here, we compared clinical features with F. nucleatum colonization in pancreatic cancer tissues.",Not found in abstract / unknown,Not found in abstract / unknown,"Intratumor F. nucleatum suppressed tumor-infiltrating CD8+ T cells by recruiting myeloid-derived suppressor cells (MDSCs) to the tumor in an F. nucleatum-injected subcutaneous pancreatic cancer mouse model, resulting in tumor progression.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000737,Heterogeneous changes in gut and tumor microbiota in patients with pancreatic cancer: insights from clinical evidence.,Clinical statistics,,,Automatic candidate; requires manual review,"METHODS: In this study, a total of 29 fresh stool samples were collected from patients diagnosed with pancreatic cancer. | Additionally, 28 serum samples and diseased tissues were collected from 14 patients with confirmed pancreatic cancer and 14 patients with chronic pancreatitis. | Informed consent was obtained from both groups of patients. | RESULTS: The results showed that compared with healthy controls, the species abundance index of intestinal flora in patients with pancreatic cancer was increased (P < 0.05), and the number of beneficial bacteria at the genus level was reduced (P < 0.05). | Compared with patients with chronic pancreatitis, the expression levels of CA242 and CA199 in the serum of patients with pancreatic cancer were increased (P < 0.05). | The bacterial richness index of tumor microorganisms in patients with pancreatic cancer increased, while the diversity index decreased(P < 0.05). | CONCLUSION: Over all, the expression levels of serum tumor markers CA242 and CA19-9 in patients with pancreatic cancer are increased, while the beneficial bacteria in the intestine and tumor microenvironment are reduced and pathogenic bacteria are increased.","Additionally, the expression level of CA242 was found to be significantly positively correlated with the relative abundance of Acinetobacter(P < 0.05).",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000738,Probiotics functionalized with a gallium-polyphenol network modulate the intratumor microbiota and promote anti-tumor immune responses in pancreatic cancer.,Unresolved,,,Automatic candidate; requires manual review,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,"Moreover, LGG@Ga-poly hampers pancreatic tumor growth in both preventive and therapeutic contexts, and amplifies the antitumor efficacy of immune checkpoint blockade in preclinical cancer models in female mice.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000739,Integrated chromosomal instability and tumor microbiome redefined prognosis-related subtypes of pancreatic cancer.,Clinical statistics,,,Automatic candidate; requires manual review,"Here we aimed to investigate the role of host chromosomal instability (CIN) and tumor microbiome in the prognosis of pancreatic cancer patients. | We excluded 2 samples with failed quality control, 1 patient lost to follow-up and 6 dead in the perioperative period. | The final 91 patients were admitted for the following analyses. | Thirteen (14.3%) patients with higher CIN score had worse overall survival (OS) than those with lower CIN score. | Patients with high human herpesvirus (HHV)-7 and HHV-5 DNA reads exhibited worse OS. | Furthermore, we classified 91 patients into 3 subtypes. | Patients with higher CIN score (n =13) had the worst prognosis (median OS 6.9 mon); patients with lower CIN score but with HHV-7/5 DNA load (n = 24) had worse prognosis (median OS 10.6 mon); while patients with lower CIN score and HHV-7/5 DNA negative (n = 54) had the best prognosis (median OS 21.1 mon).",CONCLUSIONS: High CIN and HHV-7/5 DNA load were associated with worse survival of pancreatic cancer.,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000741,Deciphering the pancreatic cancer microbiome in Mainland China: Impact of Exiguobacterium/Bacillus ratio on tumor progression and prognostic significance.,Clinical statistics,,,Automatic candidate; requires manual review,Our study addresses this gap by 16 S rRNA sequencing of PDAC tumors and matched peritumoral tissues from Chinese Mainland patients. | Further investigations have revealed that a lower Exiguobacterium/Bacillus ratio in both the tumor and peritumoral tissues of PDAC patients is indicative of a more favorable prognosis. | The elevated expression of ABL2 and MSH2 has been correlated with poorer prognostic outcomes in PDAC patients.,The elevated expression of ABL2 and MSH2 has been correlated with poorer prognostic outcomes in PDAC patients.,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000742,Impact of intratumoral microbiome on tumor immunity and prognosis in human pancreatic ductal adenocarcinoma.,Unresolved,,,Automatic candidate; requires manual review,Not found in abstract / unknown,"The profile of intratumoral bacteria was compared with clinical information, pathological findings including tumor-infiltrating T cells, tumor-associated macrophage, fibrosis, and alterations in four main driver genes (KRAS, TP53, CDKN2A/p16, SMAD4) in tumor genomes. | Comparison of bacterial profiles between cases with good and poor prognosis revealed a significant positive correlation between a shorter survival time and the presence of anaerobic bacteria such as Bacteroides, Lactobacillus, and Peptoniphilus. | The abundance of these bacteria was correlated with a decrease in the number of tumor-infiltrating T cells positive for CD4, CD8, and CD45RO. | CONCLUSIONS: Intratumoral infection of anaerobic bacteria such as Bacteroides, Lactobacillus, and Peptoniphilus is correlated with the suppressed anti-PDAC immunity and poor prognosis.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000743,Intratumoral microbiota of pancreatic ductal adenocarcinoma impact patient prognosis by influencing tumor microenvironment.,Clinical statistics,,,Automatic candidate; requires manual review,"The top microorganisms distinguishing between patients with long or short survival were used to construct the risk signature. | We found that Stenotrophomonas is implicated in short survival of PDAC patients, while Neorickettia and Mediterraneibacter are correlated with long survival.","We found that Stenotrophomonas is implicated in short survival of PDAC patients, while Neorickettia and Mediterraneibacter are correlated with long survival. | This microbiome-based PDAC subtyping, grounded in prognosis-related signatures, exhibited significant correlations with distinct clinical prognoses and immune microenvironments. | Microorganisms associated with negative prognoses were linked to pro-tumor immune activation, while those associated with positive prognoses were linked to anti-tumor immune response activation and a more favorable prognosis. | CONCLUSIONS: Our PDAC subtyping approach, based on a microbiome-derived prognostic risk signature, unveiled compelling associations between the PDAC microbiota and disparities in both clinical prognosis and the tumor microenvironment.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000746,Microbiome Dysbiosis With Enterococcus Presence in the Upper Gastrointestinal Tract Is a Risk Factor for Mortality in Patients Undergoing Surgery for Pancreatic Cancer.,Clinical statistics,,,Automatic candidate; requires manual review,"METHODS: Prospective biomarker study applying 16S rRNA sequencing and microbial culturing to samples collected from various sites of the gastrointestinal tract and surgical sites of patients during pancreatic head resections at a German single high-volume pancreatic center. | RESULTS: A total of 101 patients were included {38 noncancer, 63 cancer patients [50 pancreatic ductal adenocarcinoma (PDAC) patients]} in the study. | In a first data analysis series, 16S rRNA sequencing data were utilized from 96 patients to assess associations of microbiome profiles with clinical parameters and outcomes. | In the PDAC subcohort, the compositional variance of the bile or periampullary microbiome was significantly associated with postoperative complications such as intensive care unit admission; on a taxonomic level we observed Enterococcus spp. to be significantly more abundant in patients developing deep or organ-space surgical site infections (SSI). | Notably, Enterococcus spp. were among the most prevalent pathobiont isolates observed in cancer patient bile specimens that were associated with severe SSIs, and thereby elevated mortality rates up to 24 months. | Clinically relevant postoperative pancreatic fistulas or severe SSI were found as other major variables determining short-term mortality in this cancer patient cohort. | In the context of adverse microbiological factors, a preoperative ERCP was also observed to segregate long-term survival, and it appeared to interact with the presence of Enterococcus spp. as highest mortality rates were observed in PDAC patients with both preoperative ERCP and presence of E. faecalis in bile aspirates. | CONCLUSIONS: The presence of Enterococcus spp. in bile ducts of PDAC patients undergoing pancreatic surgery represents a significant risk factor for perioperative infections and, thereby, elevated postoperative and long-term mortality.","In a first data analysis series, 16S rRNA sequencing data were utilized from 96 patients to assess associations of microbiome profiles with clinical parameters and outcomes. | In the PDAC subcohort, the compositional variance of the bile or periampullary microbiome was significantly associated with postoperative complications such as intensive care unit admission; on a taxonomic level we observed Enterococcus spp. to be significantly more abundant in patients developing deep or organ-space surgical site infections (SSI). | Elevated Enterococcus relative abundances in the upper gastrointestinal tract, in turn, were associated with 6 months mortality rates. | In a second step, we focused on microbiological cultures collected from bile aspirates during surgery and investigated associations with perioperative complications and long-term survival. | Notably, Enterococcus spp. were among the most prevalent pathobiont isolates observed in cancer patient bile specimens that were associated with severe SSIs, and thereby elevated mortality rates up to 24 months.",Not found in abstract / unknown,Not found in abstract / unknown,OBJECTIVE: We aimed to prospectively investigate the microbial colonization of critical operative sites of pancreatic head resections to identify microbial stratification factors for surgical and long-term oncologic outcomes.,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000747,Could the Microbial Profiling of Normal Pancreatic Tissue from Healthy Organ Donors Contribute to Understanding the Intratumoral Microbiota Signature in Pancreatic Ductal Adenocarcinoma?,Clinical statistics,,,Automatic candidate; requires manual review,"Matched pairs of tumor and normal tissues from PDAC patients (n = 32) and normal pancreatic tissues from HC (n = 17) were analyzed by 16S rRNA gene sequencing. | Future prospective studies on larger populations, also including patients in advanced tumor stages and considering all potential existing confounding factors, as well as further functional investigations, are needed to prove the role of microbiota-mediated pathogenicity in PDAC.",Pancreatic ductal adenocarcinoma (PDAC) is associated with intratumoral microbiota changes.,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000749,Self-targeted liposomes for enhancing chemotherapeutic efficacy of pancreatic cancer by degrading the extracellular matrix and eradicating intra-tumoral bacteria.,Microbial therapeutics,,Materials / delivery design,Automatic candidate; requires manual review,"It is difficult to exert efficacy spatiotemporally by combined administration of chemotherapeutics, ECM degradation agents and antibiotics, and this may disturb the microflora in critically ill patients.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,"Treatment of mice with these self-targeting liposomes yielded significantly higher responses in Escherichia coli infected pancreatic cancer with respect to both infection and tumor volume than the administration of bromelain, gemcitabine and gemcitabine loaded C/DCPA-H2O liposomes alone.",Not found in abstract / unknown,Not found in abstract / unknown,"To establish intra-tumor co-delivery of cancer-chemotherapeutics, ECM degradation agents and antibiotics, self-targeting DCPA (2-(4-((1,5-bis(octadecyloxy)-1,5-dioxopentan-2-yl)carbamoyl)pyridin-1-ium-1-yl)acetate) liposomes with complexed water as pH responsive functionality were self-assembled and PEGylated ciprofloxacin was used as a lipid-membrane component, together with bromelain and gemcitabine loaded in-core (B/G-C/DCPA-H2O). | These triple-loaded liposomes were stealthily transported in the blood circulation to accumulate in the acidic environment of the tumor site. | Upon tumor self-targeting, DCPA-H2O and PEGylated ciprofloxacin became protonated, disturbing the balance in the lipid membrane to cause liposome burst and simultaneous release of bromelain, PEGylated ciprofloxacin and gemcitabine. | Treatment of mice with these self-targeting liposomes yielded significantly higher responses in Escherichia coli infected pancreatic cancer with respect to both infection and tumor volume than the administration of bromelain, gemcitabine and gemcitabine loaded C/DCPA-H2O liposomes alone."
ITB-000750,Association of tumor microbiome with survival in resected early-stage PDAC.,Reviews / synthesis,,,Automatic candidate; requires manual review,"We investigated the relationship of tumor microbiota to survival in 201 surgically resected patients with localized PDAC (Stages I-II), from The Cancer Genome Atlas (TCGA) and International Cancer Genome Consortium (ICGC) cohorts. | This result was consistent across the two cohorts and in stratified analyses by adjuvant therapy (chemotherapy/radiation). | These findings suggest that microbial mechanisms may be involved in PDAC survival, potentially informing PDAC prognosis and guiding personalized treatment strategies.IMPORTANCEMuch of the available data on the PDAC tumor microbiome and survival are derived from relatively small and heterogeneous studies, including those involving patients with advanced stages of pancreatic cancer. | There is a critical knowledge gap in terms of the tumor microbiome and survival in early-stage patients treated by surgical resection; we expect that advancements in survival may initially be best achieved in these patients who are treated with curative intent.","We examined the association of the tumor microbiome with overall survival (OS), via meta-analysis with the Cox PH model. | A microbial risk score (MRS) was calculated from the OS-associated microbiota. | We further explored whether the OS-associated microbiota is related to host tumor immune infiltration. | PDAC tumor microbiome α- and β-diversities were not associated with OS; however, 11 bacterial species, including species of Gammaproteobacteria, confirmed by extensive resampling, were significantly associated with OS (all Q < 0.05). | The MRS summarizing these bacteria was related to a threefold change in OS (hazard ratio = 2.96 per standard deviation change in the MRS, 95% confidence interval = 2.26-3.86). | Identified microbiota and the MRS also exhibited association with memory B cells and naïve CD4+ T cells, which may be related to the immune landscape through BCR and TCR signaling pathways. | Our study shows that a unique tumor microbiome structure, potentially affecting the tumor immune microenvironment, is associated with poorer survival in resected early-stage PDAC.",A microbial risk score (MRS) was calculated from the OS-associated microbiota.,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000751,Bacteria and tumor debris induced pancreatic cancer progression via the NF-κB signaling pathway.,Clinical statistics,,,Automatic candidate; requires manual review,PDAC clinical specimens were employed to investigate micronecrosis and we identified that bacteria and lipopolysaccharide (LPS) co-existed in PDAC tissue.,Tumor-associated macrophages (TAMs) polarized by these complex components exhibit a distinct pro-inflammatory effect and correlate with drug resistance in pancreatic cancer.,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,"We then identified that CBL0137 significantly decreased PD-L1 expression by inhibiting NF-κB signaling and therapeutic efficacy was evaluated through systematic in vivo and in vitro drug experiments, Additionally, CBL0137 could synergize with gemcitabine to enhance its anti-tumor effect.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000752,Microbiome-metabolome interplay in pancreatic cancer progression: insights from multi-omics analysis.,Unresolved,,,Automatic candidate; requires manual review,Not found in abstract / unknown,"A correlation analysis was performed to identify key microbiota-metabolite interactions. | Correlation analysis between microbiome and metabolic data revealed significant associations between Pseudomonas and several metabolites, including Alpha-ketoisovaleric acid, 16-hydroxyhexadecanoic acid, Myristic acid, Nonanoic acid (the Spearman correlation coefficient r, 0.5 ≤|r|≤ 1 and P-value < 0.05).",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000753,Intratumoral microbiota-driven macrophage reprogramming in pancreatic cancer via Blautia metabolite 6-hydroxyhexanoic acid.,Clinical statistics,,,Automatic candidate; requires manual review,"In this study, we identified a significant enrichment of Blautia genus in pancreatic cancer patients with favorable prognosis and revealed its role in modulating macrophage phenotypes within the tumor immune microenvironment.","Targeted metabolomics and proteomics uncovered the regulatory correlation between its metabolite, 6-hydroxyhexanoic acid (6-HHA), and tumor-associated macrophages (TAMs) within the tumor microenvironment.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,"Finally, the addition of a JAK1-STAT1 pathway inhibitor in both in vitro and in vivo experiments attenuated the M1 repolarization effect of 6-HHA, suggesting that the JAK1-STAT1 signaling pathway plays a crucial role in mediating this process.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000754,Association between intra-tumoral microbiome and genetic alterations in intraductal papillary mucinous neoplasms of the pancreas.,Unresolved,,,Automatic candidate; requires manual review,Not found in abstract / unknown,"An increased relative abundance of Firmicutes and Proteobacteria, along with the associated reduction in microbial diversity, was associated with a higher frequency of gene mutations, including KLF4.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000755,Intratumoral bacterial abundance confers poor response to adjuvant gemcitabine in resected pancreatic cancer patients which is mitigated by postoperative antibiotics.,Clinical statistics,,,Automatic candidate; requires manual review,"METHODS: Using immunohistochemistry and fluorescence-in-situ-hybridization on the samples of a large cohort of resected PDAC patients, we examined how the intratumoral bacterial abundance affected patient outcomes with respect to aGC therapy and whether the use of pre- or postoperative antibiotics (ABT) improved the prognosis. | We confirmed the findings in several independent external cohorts. | Postoperative ABT improved outcome of patients with low bacterial abundance in their tumors (DFS 15.1 vs 34.8 months, p < 0.001, OS 28.5 vs 56.00 months, p < 0.001).",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000759,Antibiotic-drug conjugates: Enhancing chemo-immunotherapy of gemcitabine for pancreatic cancer by eliminating intratumoral bacteria.,Mechanistic studies,,,Automatic candidate; requires manual review,Not found in abstract / unknown,"In vivo evaluation demonstrated that Tob-SS-Gm NPs effectively reduced intratumoral bacterial burden and were associated with improved therapeutic response to Gm under bacteria-colonized tumor conditions. | Collectively, this AiDCs strategy provides a promising approach for the treatment of intratumoral bacteria-associated, drug-resistant malignancies.",Not found in abstract / unknown,Not found in abstract / unknown,In vivo evaluation demonstrated that Tob-SS-Gm NPs effectively reduced intratumoral bacterial burden and were associated with improved therapeutic response to Gm under bacteria-colonized tumor conditions.,Not found in abstract / unknown,Not found in abstract / unknown,In vivo evaluation demonstrated that Tob-SS-Gm NPs effectively reduced intratumoral bacterial burden and were associated with improved therapeutic response to Gm under bacteria-colonized tumor conditions.,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000840,Low Bacterial Biomass in Human Pancreatic Cancer and Adjacent Normal Tissue.,Clinical statistics,,,Automatic candidate; requires manual review,"We analyzed frozen samples from 26 patients with resected PDAC and examined tumor and tumor-adjacent normal tissue. | These patients represented nine long-term survivors (LTS) and nine short-term survivors (STS) after neoadjuvant gemcitabine therapy and eight control patients who did not receive any neoadjuvant therapy prior to resection. | We also included FFPE samples from five patients, including tumor samples (3 samples per patient), tumor-adjacent normal tissue (2 per patient) and tumor-adjacent paraffin (1 per patient). | Gammaproteobacteria concentrations did not correlate with outcomes in patients treated with neoadjuvant gemcitabine-based chemotherapy. | We found a low microbial load that is partially attributable to contaminants and that gammaproteobacteria levels did not correlate with outcomes in patients with pancreatic cancer treated with gemcitabine-based chemotherapy.","Our study found low microbial biomass in pancreatic tumor tissue, with no detectable association between bacterial taxa and chemotherapy outcomes.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000858,Survival mechanism of pancreatic tumor bacteria and their ability to metabolize chemotherapy drugs.,Clinical statistics,,,Automatic candidate; requires manual review,"Here, we report new insights into metabolic interactions between chemotherapeutic agents and patient-derived pancreatic tumor bacteria. | Our findings demonstrate that patient-derived pancreatic tumor bacteria tolerate two commonly used chemotherapeutic drugs, 5-fluorouracil (5-FU) and gemcitabine, and can attenuate their cytotoxic effects on pancreatic cancer cells.","WGS revealed that the Gammaproteobacteria strains were enriched in genes associated with antibiotic resistance, drug transport, and virulence compared to the Bacilli strains. | These findings indicate that IPMN-associated bacteria are metabolically active and capable of modulating chemotherapy drug efficacy. | This underscores the importance of elucidating the functional roles of tumor-associated microbiota in modulating the tumor microenvironment and treatment efficacy.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,"We found that most isolates reduced the cytotoxic effect of 5-FU and gemcitabine on pancreatic cancer cell lines (PANC-1, AsPC-1, and Capan-2).",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000861,Bacterial lipopolysaccharide as negative predictor of gemcitabine efficacy in advanced pancreatic cancer - translational results from the AIO-PK0104 Phase 3 study.,Clinical statistics,,,Automatic candidate; requires manual review,"METHODS: We examined LPS on tumour tissue from 130 patients treated within the randomised AIO-PK0104 trial and a validation cohort (n = 113) and analysed the association of LPS detection to patient outcome according to treatment subgroups. | RESULTS: In 24% of samples from the AIO-PK0104 study LPS was detected; in LPS-positive patients median OS was 4.4 months, compared to 7.3 months with LPS negative tumours (HR 1.732, p = 0.010). | A difference in OS was detected in 1st-line gemcitabine-treated patients (n = 71; HR 2.377, p = 0.002), but not in the non-gemcitabine treatment subgroup (n = 59; HR 1.275, p = 0.478). | Within the validation cohort, the LPS positivity rate was 23%, and LPS detection was correlated with impaired OS in the gemcitabine subgroup (n = 94; HR 1.993, p = 0.008) whereas no difference in OS was observed in the non-gemcitabine subgroup (n = 19; HR 2.596, p = 0.219).","We determined if intratumoural lipopolysaccharide (LPS) detection by immunohistochemistry is associated with outcome in advanced pancreatic ductal adenocarcinoma (PDAC) treated with gemcitabine and non-gemcitabine containing 1st-line chemotherapy. | METHODS: We examined LPS on tumour tissue from 130 patients treated within the randomised AIO-PK0104 trial and a validation cohort (n = 113) and analysed the association of LPS detection to patient outcome according to treatment subgroups. | Within the validation cohort, the LPS positivity rate was 23%, and LPS detection was correlated with impaired OS in the gemcitabine subgroup (n = 94; HR 1.993, p = 0.008) whereas no difference in OS was observed in the non-gemcitabine subgroup (n = 19; HR 2.596, p = 0.219).",Not found in abstract / unknown,Not found in abstract / unknown,CONCLUSIONS: The detection of intratumoural LPS as surrogate marker for gram-negative bacterial colonisation may serve as a negative predictor for gemcitabine efficacy in advanced PDAC.,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000903,Metagenomic analysis unveils the microbial landscape of pancreatic tumors.,Clinical statistics,,,Automatic candidate; requires manual review,"Furthermore, we analyzed the microbial composition between different groups of patients with different tumor differentiation stages. | Collectively, these findings demonstrate that PDAC lesions harbor relatively different microbiota compared with their normal tumor adjacent tissues, and this information may be helpful for the diagnosis and prognosis of PADC patients.","Although studies have identified pancreatic ductal adenocarcinoma (PDAC)-associated bacterial communities in the oral and gut samples, herein, we hypothesize that the prevalence of microbiota in pancreatic tumor tissues is different as compared with their matched adjacent, histologically normal appearing tissues, and these microbial molecular signatures can be highly useful for PDAC diagnosis/prognosis. | Additionally, we evaluated the correlation of programmed death-ligand (PDL1) expression with the abundance of bacterial genera in tumor lesions. | Our results indicated that three genera such as Streptomyces, Cutibacterium, and Delftia have a positive correlation with PD-L1 expression.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000921,Electro-antibacterial therapy (EAT) to enhance intracellular bacteria clearance in pancreatic cancer cells.,Unresolved,,,Automatic candidate; requires manual review,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,"We explore various parameters, including electric field strength, pulse width, and pulse number to assess the permeability of pancreatic cancer cells infected with F. nucleatum, compared to non-infected cells of the same type. | Our results reveal distinct differences in cell permeability between infected and non-infected cells, identifying a unique biophysical marker for host cells infected with F. nucleatum.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
ITB-000932,Multimodal immune phenotyping reveals microbial-T cell interactions that shape pancreatic cancer.,Unresolved,,,Automatic candidate; requires manual review,Not found in abstract / unknown,"Distinct intra-tumoral niches are defined by T cells, with T cell-enriched and T cell-poor regions displaying unique bacterial communities that are associated with immunologically active and quiescent phenotypes, respectively, but are independent of the gut microbiome.",Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown,Mouse models of pancreatic cancer recapitulate the immune-microbial spatial coupling seen in humans.,Not found in abstract / unknown,Not found in abstract / unknown,Not found in abstract / unknown
